"FID","SUBTYPE","JURISDICTI","OWNER","SOURCE","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"1488.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3070","43.0718346213","-86.1867049347","Direct Drainage to Lower Grand River"
"1489.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3069","43.0717553594","-86.1867052335","Direct Drainage to Lower Grand River"
"1490.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3068","43.0718323284","-86.1859161991","Direct Drainage to Lower Grand River"
"1491.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3067","43.0717516861","-86.1859119371","Direct Drainage to Lower Grand River"
"1492.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2056","43.0722854139","-86.1856225283","Direct Drainage to Lower Grand River"
"1493.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2055","43.0722050188","-86.1856232536","Direct Drainage to Lower Grand River"
"1494.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3088","43.0717026673","-86.1899002279","Direct Drainage to Lower Grand River"
"1495.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3087","43.0716882591","-86.189900514","Direct Drainage to Lower Grand River"
"1496.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3089","43.0724468036","-86.1895850901","Direct Drainage to Lower Grand River"
"1497.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3003","43.0738453731","-86.1973116911","Direct Drainage to Lower Grand River"
"1498.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3004","43.0737707915","-86.1973121856","Direct Drainage to Lower Grand River"
"1499.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3002","43.0737676345","-86.1970462754","Direct Drainage to Lower Grand River"
"1500.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3001","43.0738438961","-86.1970442051","Direct Drainage to Lower Grand River"
"1501.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4041","43.0746724089","-86.1973070316","Direct Drainage to Lower Grand River"
"1502.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4040","43.074751466","-86.1973052019","Direct Drainage to Lower Grand River"
"1503.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3005","43.0747503651","-86.1970404455","Direct Drainage to Lower Grand River"
"1504.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3006","43.0746682577","-86.1970392158","Direct Drainage to Lower Grand River"
"1505.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4043","43.0746693995","-86.1987820156","Direct Drainage to Lower Grand River"
"1506.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4042","43.0747522778","-86.1987811741","Direct Drainage to Lower Grand River"
"1507.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4014","43.0756723258","-86.2005082201","Direct Drainage to Lower Grand River"
"1508.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4013","43.0755625683","-86.2005249973","Direct Drainage to Lower Grand River"
"1509.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4012","43.0756605202","-86.2008026971","Direct Drainage to Lower Grand River"
"1510.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4011","43.0757166456","-86.2019499964","Direct Drainage to Lower Grand River"
"1511.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4010","43.0757162774","-86.2018418949","Direct Drainage to Lower Grand River"
"1512.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4009","43.0755053847","-86.2018468149","Direct Drainage to Lower Grand River"
"1513.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4031","43.0757325392","-86.2032036433","Direct Drainage to Lower Grand River"
"1514.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4030","43.0756719274","-86.2030119047","Direct Drainage to Lower Grand River"
"1515.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4029","43.0755004152","-86.2030768691","Direct Drainage to Lower Grand River"
"1516.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4038","43.0757624213","-86.2055984714","Direct Drainage to Lower Grand River"
"1517.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4039","43.0757678622","-86.205492434","Direct Drainage to Lower Grand River"
"1518.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4035","43.0755960489","-86.2053948763","Direct Drainage to Lower Grand River"
"1519.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4036","43.0756859178","-86.2049743628","Direct Drainage to Lower Grand River"
"1520.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4037","43.0755927536","-86.2050340233","Direct Drainage to Lower Grand River"
"1521.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4017","43.0762786288","-86.19965576","Direct Drainage to Lower Grand River"
"1522.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4018","43.0760096819","-86.1996509288","Direct Drainage to Lower Grand River"
"1523.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4019","43.0762798753","-86.1992770328","Direct Drainage to Lower Grand River"
"1524.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4020","43.0762643979","-86.1989788944","Direct Drainage to Lower Grand River"
"1525.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4004","43.0763824913","-86.1989769977","Direct Drainage to Lower Grand River"
"1526.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4021","43.0763023552","-86.1988330737","Direct Drainage to Lower Grand River"
"1527.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4005","43.0762191236","-86.1986255383","Direct Drainage to Lower Grand River"
"1528.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4006","43.0759725837","-86.1986360931","Direct Drainage to Lower Grand River"
"1529.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4016","43.0762798197","-86.200382301","Direct Drainage to Lower Grand River"
"1530.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4015","43.0760083451","-86.2005976943","Direct Drainage to Lower Grand River"
"1531.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4007","43.0750508353","-86.2018647247","Direct Drainage to Lower Grand River"
"1532.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4008","43.0750514962","-86.2019616866","Direct Drainage to Lower Grand River"
"1533.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3076","43.072873486","-86.1874873845","Direct Drainage to Lower Grand River"
"1534.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3075","43.0728893169","-86.1873877595","Direct Drainage to Lower Grand River"
"1535.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3074","43.0728656529","-86.1867052884","Direct Drainage to Lower Grand River"
"1536.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3073","43.0728147237","-86.1867041165","Direct Drainage to Lower Grand River"
"1537.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3072","43.0728778184","-86.185898989","Direct Drainage to Lower Grand River"
"1538.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3071","43.0728002597","-86.1859072489","Direct Drainage to Lower Grand River"
"1539.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2040","43.0731910986","-86.1856172095","Direct Drainage to Lower Grand River"
"1540.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2042","43.0731108447","-86.1856186517","Direct Drainage to Lower Grand River"
"1541.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3056","43.0758819752","-86.1885383793","Direct Drainage to Lower Grand River"
"1542.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3057","43.0758815184","-86.1884284213","Direct Drainage to Lower Grand River"
"1543.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3039","43.0758052234","-86.1944085453","Direct Drainage to Lower Grand River"
"1544.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3038","43.075663687","-86.1944102611","Direct Drainage to Lower Grand River"
"1545.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3040","43.0755668765","-86.1944060235","Direct Drainage to Lower Grand River"
"1546.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3041","43.0755502816","-86.1942821324","Direct Drainage to Lower Grand River"
"1547.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3037","43.0755632249","-86.1934045317","Direct Drainage to Lower Grand River"
"1548.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3036","43.0756599931","-86.1931868076","Direct Drainage to Lower Grand River"
"1549.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3048","43.0748924831","-86.1938477867","Direct Drainage to Lower Grand River"
"1550.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3047","43.0748263744","-86.1938464995","Direct Drainage to Lower Grand River"
"1551.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3046","43.0749632124","-86.1956232408","Direct Drainage to Lower Grand River"
"1552.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3044","43.0747489957","-86.1956249261","Direct Drainage to Lower Grand River"
"1553.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3045","43.0748016475","-86.1957582144","Direct Drainage to Lower Grand River"
"1554.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1017","43.0771404321","-86.2067353572","Spring Lake / Norris Creek"
"1555.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1016","43.0771394655","-86.2068249722","Spring Lake / Norris Creek"
"1556.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1011","43.0767605926","-86.2081724527","Spring Lake / Norris Creek"
"1557.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1001","43.0770361084","-86.2100378301","Spring Lake / Norris Creek"
"1558.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1007","43.0767889365","-86.2092461242","Spring Lake / Norris Creek"
"1559.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1008","43.0766426569","-86.2092324161","Spring Lake / Norris Creek"
"1560.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1006","43.0767923556","-86.2096591771","Spring Lake / Norris Creek"
"1561.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1005","43.0767572776","-86.2098454179","Spring Lake / Norris Creek"
"1562.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1002","43.0767620632","-86.2101133719","Spring Lake / Norris Creek"
"1563.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1003","43.076740324","-86.2101249988","Spring Lake / Norris Creek"
"1564.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1004","43.0766432156","-86.2101247932","Spring Lake / Norris Creek"
"1565.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1009","43.0767894766","-86.2089237248","Spring Lake / Norris Creek"
"1566.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB1010","43.0766471832","-86.2088933559","Spring Lake / Norris Creek"
"1567.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4034","43.0749040536","-86.205551654","Direct Drainage to Lower Grand River"
"1568.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4033","43.074899091","-86.2054585264","Direct Drainage to Lower Grand River"
"1569.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB4044","43.0752144365","-86.1975646439","Direct Drainage to Lower Grand River"
"1570.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3008","43.0756851942","-86.1972650386","Direct Drainage to Lower Grand River"
"1571.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB3007","43.0756866761","-86.197085815","Direct Drainage to Lower Grand River"
"1572.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2028","43.0731923746","-86.1834228547","Direct Drainage to Lower Grand River"
"1573.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2029","43.0731926965","-86.1831614066","Direct Drainage to Lower Grand River"
"1574.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2030","43.0731136108","-86.183159502","Direct Drainage to Lower Grand River"
"1575.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2025","43.0722866759","-86.1834295527","Direct Drainage to Lower Grand River"
"1576.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2024","43.0722074343","-86.1834221201","Direct Drainage to Lower Grand River"
"1577.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2026","43.0722084159","-86.1831644905","Direct Drainage to Lower Grand River"
"1578.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2027","43.072286768","-86.1831642373","Direct Drainage to Lower Grand River"
"1579.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2050","43.0722885027","-86.1805266342","Direct Drainage to Lower Grand River"
"1580.0","15.0","Village of Spring Lake DPW","Village of Spring Lake DPW","","","CB2051","43.0722099811","-86.1805262074","Direct Drainage to Lower Grand River"
