"FID","SUBTYPE","JURISDICTI","OWNER","SOURCE","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"816.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0176","42.8878253148","-85.8519619657","Rush Creek"
"817.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0177","42.8878588237","-85.8517295105","Rush Creek"
"818.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0178","42.8880461875","-85.8519776324","Rush Creek"
"819.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0179","42.8880343068","-85.8517181696","Rush Creek"
"820.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0180","42.889079926","-85.8517254916","Rush Creek"
"821.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0181","42.8890902657","-85.8520302786","Rush Creek"
"822.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0182","42.8899588531","-85.8517971187","Rush Creek"
"823.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0183","42.8900317011","-85.8520580525","Rush Creek"
"824.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0184","42.8916907538","-85.8518138319","Rush Creek"
"825.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0185","42.8916771938","-85.8521245381","Rush Creek"
"826.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0186","42.8922238827","-85.8518525427","Rush Creek"
"827.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0187","42.8922200169","-85.8521505245","Rush Creek"
"828.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0188","42.8929909634","-85.8522208658","Rush Creek"
"829.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0189","42.8929951655","-85.8518969686","Rush Creek"
"830.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0190","42.8936953947","-85.8522766524","Rush Creek"
"831.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0191","42.8937096273","-85.851914112","Rush Creek"
"832.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0192","42.8944528357","-85.8519189853","Rush Creek"
"833.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0193","42.8944573191","-85.8523078998","Rush Creek"
"834.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0194","42.8962328221","-85.8518633358","Rush Creek"
"835.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0195","42.896480334","-85.8518822356","Rush Creek"
"836.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0196","42.8969273909","-85.8519448061","Rush Creek"
"837.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0197","42.8969325467","-85.8522819093","Rush Creek"
"838.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0198","42.8984413766","-85.8520329822","Rush Creek"
"839.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0199","42.8984470365","-85.8523312225","Rush Creek"
"840.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0200","42.898784486","-85.8520282553","Rush Creek"
"841.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0201","42.8987901459","-85.8523264973","Rush Creek"
"842.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0202","42.8994030133","-85.8520949445","Rush Creek"
"843.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0203","42.8997842273","-85.8520911325","Rush Creek"
"844.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0204","42.899389957","-85.8523668177","Rush Creek"
"845.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0205","42.899780529","-85.8523761933","Rush Creek"
"846.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0206","42.899179875","-85.8314355801","Rush Creek"
"847.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0207","42.8987083041","-85.8313518379","Rush Creek"
"848.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0208","42.8985739113","-85.8311309121","Rush Creek"
"849.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0209","42.8984704648","-85.8302782221","Rush Creek"
"850.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0210","42.8981585241","-85.8290369637","Rush Creek"
"851.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0211","42.8979666763","-85.8291361181","Rush Creek"
"852.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0212","42.8969459739","-85.8278781433","Rush Creek"
"853.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0213","42.8963904375","-85.8278028176","Rush Creek"
"854.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0214","42.8964025552","-85.8274505761","Rush Creek"
"855.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0215","42.895217406","-85.8275355985","Rush Creek"
"856.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0216","42.8952256012","-85.8273413871","Rush Creek"
"857.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0217","42.894304874","-85.8273585399","Rush Creek"
"858.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0218","42.8943016374","-85.8271640616","Rush Creek"
"859.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0219","42.8934317566","-85.8272290724","Rush Creek"
"860.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0220","42.8935203681","-85.8270056598","Rush Creek"
"861.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0221","42.892513968","-85.8274640196","Rush Creek"
"862.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0222","42.8917624307","-85.8276640051","Rush Creek"
"863.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0223","42.8908877263","-85.8276589115","Rush Creek"
"864.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0224","42.8908394213","-85.8278599382","Rush Creek"
"865.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0225","42.8854666332","-85.8250429844","Rush Creek"
"866.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0226","42.88523209","-85.825053009","Rush Creek"
"867.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0227","42.8961910048","-85.8195517329","Rush Creek"
"868.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0228","42.89631754","-85.8194924926","Rush Creek"
"869.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0229","42.8961860863","-85.8181363306","Rush Creek"
"870.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0230","42.8963411994","-85.8180777575","Rush Creek"
"871.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0231","42.8962082385","-85.8159361569","Rush Creek"
"872.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0232","42.8963513286","-85.8159239547","Rush Creek"
"873.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0233","42.8962027838","-85.8145596245","Rush Creek"
"874.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0234","42.8963571086","-85.8145632345","Rush Creek"
"875.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0235","42.8962197826","-85.8132147226","Rush Creek"
"876.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0236","42.8963634618","-85.81315587","Rush Creek"
"877.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0237","42.8718962313","-85.8017909745","Rush Creek"
"878.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0238","42.8719075754","-85.8021021664","Rush Creek"
"879.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0239","42.8706618835","-85.8017416385","Rush Creek"
"880.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0240","42.8706884698","-85.8020531776","Rush Creek"
"881.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0241","42.8743717345","-85.8021066054","Rush Creek"
"882.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0242","42.8746291067","-85.8020996161","Rush Creek"
"883.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0243","42.8852574269","-85.7841329467","Rush Creek"
"884.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0244","42.8848336751","-85.7852635514","Rush Creek"
"885.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0245","42.884073902","-85.7862879552","Rush Creek"
"886.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0246","42.8828327881","-85.7877055664","Rush Creek"
"887.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0247","42.882575345","-85.7875648985","Rush Creek"
"888.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0248","42.8824385825","-85.7881422576","Rush Creek"
"889.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0249","42.8820107747","-85.7882153627","Rush Creek"
"890.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0250","42.881839965","-85.7890018433","Rush Creek"
"891.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0251","42.8811851521","-85.7920032563","Rush Creek"
"892.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0252","42.8814366463","-85.7920090463","Rush Creek"
"893.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0253","42.8811643204","-85.7907982674","Rush Creek"
"894.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0254","42.8814158147","-85.7908040526","Rush Creek"
"895.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0255","42.8815571005","-85.7898640064","Rush Creek"
"896.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0256","42.8811875832","-85.7945149544","Rush Creek"
"897.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0257","42.8814276457","-85.794520491","Rush Creek"
"898.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0258","42.8816156286","-85.7998373584","Rush Creek"
"899.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0259","42.8813712369","-85.7998731646","Rush Creek"
"900.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0260","42.881496132","-85.7972016539","Rush Creek"
"901.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0261","42.8811832813","-85.7972255226","Rush Creek"
"902.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0262","42.8815589716","-85.7988823831","Rush Creek"
"903.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0263","42.8815165121","-85.798010665","Rush Creek"
"904.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0264","42.8812994677","-85.7989074774","Rush Creek"
"905.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0265","42.881257138","-85.7980254002","Rush Creek"
"906.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0266","42.881461669","-85.7962990252","Rush Creek"
"907.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0267","42.8814346906","-85.7954069363","Rush Creek"
"908.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0268","42.8811830672","-85.7954114953","Rush Creek"
"909.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0269","42.8811948035","-85.7963032287","Rush Creek"
"910.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0270","42.8813730152","-85.7893414817","Rush Creek"
"911.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0271","42.8819902866","-85.8042515682","Rush Creek"
"912.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0272","42.8821682133","-85.8041665519","Rush Creek"
"913.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0273","42.8818222488","-85.8029759352","Rush Creek"
"914.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0274","42.8817744566","-85.8275659564","Rush Creek"
"915.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0275","42.8816772891","-85.8275636635","Rush Creek"
"916.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0276","42.9578000672","-85.8938132516","Direct Drainage to Lower Grand River"
"917.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0277","42.9576690853","-85.8938100167","Direct Drainage to Lower Grand River"
"918.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0278","42.9578018607","-85.8923405741","Direct Drainage to Lower Grand River"
"919.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0279","42.9577058113","-85.8923402799","Direct Drainage to Lower Grand River"
"920.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0280","42.9578104235","-85.8913175562","Direct Drainage to Lower Grand River"
"921.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0281","42.9578207461","-85.8906846983","Direct Drainage to Lower Grand River"
"922.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0282","42.957731202","-85.8906824913","Direct Drainage to Lower Grand River"
"923.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0283","42.9433752566","-85.9037195454","Bass River"
"924.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0284","42.9432060476","-85.9037174154","Bass River"
"925.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0285","42.9432024736","-85.9031881268","Bass River"
"926.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0286","42.9433837089","-85.9032030058","Bass River"
"927.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0287","42.9435830434","-85.888781791","Bass River"
"928.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0288","42.943587252","-85.8884649262","Bass River"
"929.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0289","42.9446515134","-85.9035461371","Bass River"
"930.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0290","42.944655547","-85.9034230138","Bass River"
"931.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0291","42.9439763331","-85.9035444482","Bass River"
"932.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0292","42.943975074","-85.903382542","Bass River"
"933.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0293","42.9433365073","-85.9053349665","Bass River"
"934.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0294","42.9432436291","-85.9053326559","Bass River"
"935.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0295","42.9427440978","-85.9033240698","Bass River"
"936.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0296","42.9427358781","-85.9035106406","Bass River"
"937.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0297","42.9433556162","-85.9013989635","Bass River"
"938.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0298","42.9432626946","-85.9013999003","Bass River"
"939.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0299","42.8635605753","-85.8229460434","Rush Creek"
"940.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0300","42.8636541932","-85.8230026504","Rush Creek"
"941.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0301","42.9579554625","-85.9040557701","Direct Drainage to Lower Grand River"
"942.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0302","42.9579630691","-85.9037017777","Direct Drainage to Lower Grand River"
"943.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0303","42.9576365787","-85.9041723881","Direct Drainage to Lower Grand River"
"944.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0304","42.9578537701","-85.9041777887","Direct Drainage to Lower Grand River"
"945.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0305","42.9578136936","-85.9035423807","Direct Drainage to Lower Grand River"
"946.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0306","42.9575907867","-85.9035368403","Direct Drainage to Lower Grand River"
"947.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0307","42.9574557683","-85.9040122093","Direct Drainage to Lower Grand River"
"948.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0308","42.9574636356","-85.9036387659","Direct Drainage to Lower Grand River"
"949.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0309","42.9568712716","-85.9040391922","Direct Drainage to Lower Grand River"
"950.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0310","42.9568630184","-85.9035888083","Direct Drainage to Lower Grand River"
"951.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0311","42.9559661746","-85.9039673907","Direct Drainage to Lower Grand River"
"952.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0312","42.9560854952","-85.9035967265","Direct Drainage to Lower Grand River"
"953.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0313","42.9545193446","-85.9038483942","Direct Drainage to Lower Grand River"
"954.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0314","42.9556612053","-85.9039701873","Direct Drainage to Lower Grand River"
"955.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0315","42.8681585175","-85.8022734949","Rush Creek"
"956.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0316","42.8680167602","-85.8021795266","Rush Creek"
"957.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0317","42.8636120915","-85.8015981413","Rush Creek"
"958.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0318","42.8634396437","-85.8016718673","Rush Creek"
"959.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0319","42.8564573038","-85.802072598","Rush Creek"
"960.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0320","42.8562238278","-85.8020736631","Rush Creek"
"961.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0321","42.8560938701","-85.8017986578","Rush Creek"
"962.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0322","43.0295203328","-86.1593680889","Direct Drainage to Lower Grand River"
"963.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0323","43.0296032655","-86.1591834473","Direct Drainage to Lower Grand River"
"964.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0324","43.0291634436","-86.1591550943","Direct Drainage to Lower Grand River"
"965.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0325","43.0292576846","-86.1589785753","Direct Drainage to Lower Grand River"
"966.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0326","43.027052256","-86.1577767388","Direct Drainage to Lower Grand River"
"967.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0327","43.0271186487","-86.157552656","Direct Drainage to Lower Grand River"
"968.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0328","43.0268466325","-86.1577629822","Direct Drainage to Lower Grand River"
"969.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0329","43.026690378","-86.1575168573","Direct Drainage to Lower Grand River"
"970.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0330","43.0253317503","-86.1566435941","Direct Drainage to Lower Grand River"
"971.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0331","43.0252142841","-86.1564765337","Direct Drainage to Lower Grand River"
"972.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0332","43.0252255883","-86.1561183765","Direct Drainage to Lower Grand River"
"973.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0333","43.0243652677","-86.1555557309","Direct Drainage to Lower Grand River"
"974.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0334","43.0244479515","-86.1553866787","Direct Drainage to Lower Grand River"
"975.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0335","43.0238078377","-86.1546356016","Direct Drainage to Lower Grand River"
"976.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0336","43.0236915924","-86.1547569237","Direct Drainage to Lower Grand River"
"977.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0337","43.0232355841","-86.1542995272","Direct Drainage to Lower Grand River"
"978.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0338","43.0230643724","-86.1542789861","Direct Drainage to Lower Grand River"
"979.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0339","43.0232291482","-86.1455167622","Direct Drainage to Lower Grand River"
"980.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0340","43.0229838793","-86.1454785269","Direct Drainage to Lower Grand River"
"981.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0341","43.0230579947","-86.1473353607","Direct Drainage to Lower Grand River"
"982.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0342","43.0232181401","-86.1473321849","Direct Drainage to Lower Grand River"
"983.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0343","43.0232031453","-86.1482980691","Direct Drainage to Lower Grand River"
"984.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0344","43.0230372848","-86.1483010776","Direct Drainage to Lower Grand River"
"985.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0345","43.0232242755","-86.1495143679","Direct Drainage to Lower Grand River"
"986.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0346","43.0230308075","-86.1494542334","Direct Drainage to Lower Grand River"
"987.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0347","43.0232175657","-86.151049372","Direct Drainage to Lower Grand River"
"988.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0348","43.0230002687","-86.1510508871","Direct Drainage to Lower Grand River"
"989.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0349","43.0242614065","-86.2189263663","Direct Drainage to Lower Grand River"
"990.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0350","43.0241081668","-86.2189737249","Direct Drainage to Lower Grand River"
"991.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0351","43.0240848054","-86.2198302685","Direct Drainage to Lower Grand River"
"992.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0352","43.0242608098","-86.219848538","Direct Drainage to Lower Grand River"
"993.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0353","43.0277208214","-86.1772928276","Direct Drainage to Lower Grand River"
"994.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0354","43.0277224187","-86.1774331575","Direct Drainage to Lower Grand River"
"995.0","15.0","Ottawa County Water Resource Commissioner","Ottawa County Water Resource Commissioner","","","OCRC0355","43.0296407702","-86.1773699009","Direct Drainage to Lower Grand River"
